Release Date,Product Family,Product,Platform,Impact,Max Severity,Article,Article,Supercedence,Base Score
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows Server 2022,Remote Code Execution,Important,5021095,https://support.microsoft.com/help/5021095,"5020692, 5018860, 5018551",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 21H1 for 32-bit Systems,Remote Code Execution,Important,5021087,https://support.microsoft.com/help/5021087,"5020801, 5018857, 5018544",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 21H1 for x64-based Systems,Remote Code Execution,Important,5021087,https://support.microsoft.com/help/5021087,"5020801, 5018857, 5018544",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 R2 (Server Core installation),Remote Code Execution,Important,5021093,https://support.microsoft.com/help/5021093,"5020690, 5018549",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 R2 (Server Core installation),Remote Code Execution,Important,5021081,https://support.microsoft.com/help/5021081,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 21H1 for ARM64-based Systems,Remote Code Execution,Important,5021087,https://support.microsoft.com/help/5021087,"5020801, 5018857, 5018544",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Important,5021091,https://support.microsoft.com/help/5021091,"5020689, 5018548",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Important,5021079,https://support.microsoft.com/help/5021079,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Remote Code Execution,Important,5021091,https://support.microsoft.com/help/5021091,"5020689, 5018548",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Remote Code Execution,Important,5021079,https://support.microsoft.com/help/5021079,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows Server 2019 (Server Core installation),Remote Code Execution,Important,5021085,https://support.microsoft.com/help/5021085,"5020685, 5018542",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Important,5021091,https://support.microsoft.com/help/5021091,"5020689, 5018548",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Important,5021079,https://support.microsoft.com/help/5021079,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows Server 2019,Remote Code Execution,Important,5021085,https://support.microsoft.com/help/5021085,"5020685, 5018542",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Important,5021085,https://support.microsoft.com/help/5021085,"5020685, 5018542",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Important,5021085,https://support.microsoft.com/help/5021085,"5020685, 5018542",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2016 (Server Core installation),Remote Code Execution,Important,5020873,https://support.microsoft.com/help/5020873,"5020614, 5018515",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012,Remote Code Execution,Important,5021092,https://support.microsoft.com/help/5021092,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012,Remote Code Execution,Important,5021080,https://support.microsoft.com/help/5021080,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Important,5020873,https://support.microsoft.com/help/5020873,"5020614, 5018515",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Remote Code Execution,Important,5021091,https://support.microsoft.com/help/5021091,"5020689, 5018548",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Remote Code Execution,Important,5021079,https://support.microsoft.com/help/5021079,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2016,Remote Code Execution,Important,5020873,https://support.microsoft.com/help/5020873,"5020614, 5018515",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 8.1 for 32-bit systems,Remote Code Execution,Important,5021093,https://support.microsoft.com/help/5021093,"5020690, 5018549",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows 8.1 for 32-bit systems,Remote Code Execution,Important,5021081,https://support.microsoft.com/help/5021081,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 (Server Core installation),Remote Code Execution,Important,5021092,https://support.microsoft.com/help/5021092,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 (Server Core installation),Remote Code Execution,Important,5021080,https://support.microsoft.com/help/5021080,,7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 3.5 AND 4.8,Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Important,5021085,https://support.microsoft.com/help/5021085,"5020685, 5018542",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 R2,Remote Code Execution,Important,5021093,https://support.microsoft.com/help/5021093,"5020690, 5018549",7.8
"Dec 13, 2022",Developer Tools,Microsoft .NET Framework 4.8,Windows Server 2012 R2,Remote Code Execution,Important,5021081,https://support.microsoft.com/help/5021081,,7.8
"Dec 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5021294,https://support.microsoft.com/help/5021294,5020023,7.8
"Dec 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5021296,https://support.microsoft.com/help/5021296,,7.8
"Dec 13, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5021294,https://support.microsoft.com/help/5021294,5020023,7.8
"Dec 13, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5021296,https://support.microsoft.com/help/5021296,,7.8
"Dec 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5021285,https://support.microsoft.com/help/5021285,5020009,7.8
"Dec 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5021303,https://support.microsoft.com/help/5021303,,7.8
"Dec 13, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5021285,https://support.microsoft.com/help/5021285,5020009,7.8
"Dec 13, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5021303,https://support.microsoft.com/help/5021303,,7.8
"Dec 13, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5021294,https://support.microsoft.com/help/5021294,5020023,7.8
"Dec 13, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5021296,https://support.microsoft.com/help/5021296,,7.8
"Dec 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5021235,https://support.microsoft.com/help/5021235,5019964,7.8
"Dec 13, 2022",Windows,Windows Server 2016,,Elevation of Privilege,Important,5021235,https://support.microsoft.com/help/5021235,5019964,7.8
"Dec 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5021235,https://support.microsoft.com/help/5021235,5019964,7.8
"Dec 13, 2022",Windows,Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5021243,https://support.microsoft.com/help/5021243,5019970,7.8
"Dec 13, 2022",Windows,Windows 10 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5021233,https://support.microsoft.com/help/5021233,5019959,7.8
"Dec 13, 2022",Windows,Windows 11 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5021255,https://support.microsoft.com/help/5021255,5019980,7.8
"Dec 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5021233,https://support.microsoft.com/help/5021233,5019959,7.8
"Dec 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5021234,https://support.microsoft.com/help/5021234,5019961,7.8
"Dec 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Elevation of Privilege,Important,5021233,https://support.microsoft.com/help/5021233,5019959,7.8
"Dec 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5021249,https://support.microsoft.com/help/5021249,5019081,7.8
"Dec 13, 2022",Windows,Windows Server 2022,,Elevation of Privilege,Important,5021249,https://support.microsoft.com/help/5021249,5019081,7.8
"Dec 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Elevation of Privilege,Important,5021233,https://support.microsoft.com/help/5021233,5019959,7.8
"Dec 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5021237,https://support.microsoft.com/help/5021237,5019966,7.8
"Dec 13, 2022",Windows,Windows Server 2019,,Elevation of Privilege,Important,5021237,https://support.microsoft.com/help/5021237,5019966,7.8
"Dec 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5021237,https://support.microsoft.com/help/5021237,5019966,7.8
"Dec 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5021294,https://support.microsoft.com/help/5021294,5020023,8.5
"Dec 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5021296,https://support.microsoft.com/help/5021296,,8.5
"Dec 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5021294,https://support.microsoft.com/help/5021294,5020023,8.5
"Dec 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5021296,https://support.microsoft.com/help/5021296,,8.5
"Dec 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5021285,https://support.microsoft.com/help/5021285,5020009,8.5
"Dec 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5021303,https://support.microsoft.com/help/5021303,,8.5
"Dec 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Critical,5021285,https://support.microsoft.com/help/5021285,5020009,8.5
"Dec 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Critical,5021303,https://support.microsoft.com/help/5021303,,8.5
"Dec 13, 2022",Windows,Windows RT 8.1,,Remote Code Execution,Critical,5021294,https://support.microsoft.com/help/5021294,5020023,8.5
"Dec 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,5021294,https://support.microsoft.com/help/5021294,5020023,8.5
"Dec 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,5021296,https://support.microsoft.com/help/5021296,,8.5
"Dec 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,5021294,https://support.microsoft.com/help/5021294,5020023,8.5
"Dec 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,5021296,https://support.microsoft.com/help/5021296,,8.5
"Dec 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Critical,5021235,https://support.microsoft.com/help/5021235,5019964,8.5
"Dec 13, 2022",Windows,Windows Server 2016,,Remote Code Execution,Critical,5021235,https://support.microsoft.com/help/5021235,5019964,8.5
"Dec 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Critical,5021235,https://support.microsoft.com/help/5021235,5019964,8.5
"Dec 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Critical,5021235,https://support.microsoft.com/help/5021235,5019964,8.5
"Dec 13, 2022",Windows,Windows 10 for x64-based Systems,,Remote Code Execution,Critical,5021243,https://support.microsoft.com/help/5021243,5019970,8.5
"Dec 13, 2022",Windows,Windows 10 for 32-bit Systems,,Remote Code Execution,Critical,5021243,https://support.microsoft.com/help/5021243,5019970,8.5
"Dec 13, 2022",Windows,Windows 10 Version 22H2 for 32-bit Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 22H2 for ARM64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 22H2 for x64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 11 Version 22H2 for x64-based Systems,,Remote Code Execution,Critical,5021255,https://support.microsoft.com/help/5021255,5019980,8.5
"Dec 13, 2022",Windows,Windows 11 Version 22H2 for ARM64-based Systems,,Remote Code Execution,Critical,5021255,https://support.microsoft.com/help/5021255,5019980,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Remote Code Execution,Critical,5021234,https://support.microsoft.com/help/5021234,5019961,8.5
"Dec 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Remote Code Execution,Critical,5021234,https://support.microsoft.com/help/5021234,5019961,8.5
"Dec 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Critical,5021249,https://support.microsoft.com/help/5021249,5019081,8.5
"Dec 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Critical,5021249,https://support.microsoft.com/help/5021249,5019081,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Critical,5021233,https://support.microsoft.com/help/5021233,5019959,8.5
"Dec 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Remote Code Execution,Critical,5021237,https://support.microsoft.com/help/5021237,5019966,8.5
"Dec 13, 2022",Windows,Windows Server 2019,,Remote Code Execution,Critical,5021237,https://support.microsoft.com/help/5021237,5019966,8.5
"Dec 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,5021237,https://support.microsoft.com/help/5021237,5019966,8.5
"Dec 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Critical,5021237,https://support.microsoft.com/help/5021237,5019966,8.5
"Dec 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Critical,5021237,https://support.microsoft.com/help/5021237,5019966,8.5
"Dec 13, 2022",Microsoft Office,Microsoft 365 Apps for Enterprise for 64-bit Systems,,Remote Code Execution,Important,Click to Run,https://docs.microsoft.com/en-us/officeupdates/office365-proplus-security-updates,,7.8
"Dec 13, 2022",Microsoft Office,Microsoft 365 Apps for Enterprise for 32-bit Systems,,Remote Code Execution,Important,Click to Run,https://docs.microsoft.com/en-us/officeupdates/office365-proplus-security-updates,,7.8
"Dec 13, 2022",Microsoft Office,Microsoft Office 2019 for Mac,,Spoofing,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,,7.5
"Dec 13, 2022",Microsoft Office,Microsoft Office LTSC for Mac 2021,,Spoofing,Important,Release Notes,https://go.microsoft.com/fwlink/p/?linkid=831049,,7.5
"Dec 13, 2022",Developer Tools,PowerShell 7.3,,Remote Code Execution,Critical,Release Notes,https://github.com/azure-core-compute/PowerShell-announcements/issues/35,,8.5
